Project Code,Project Status,Study Type,Workflow,Task Name,Task Comment,Target Days to Complete,Date Site Selected,Date HRA approval,Date Created,Start Date,Due Date,Completion Date,On time or Late,Days to completion,Days active (if not complete),Task Status
D0049,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Date Trust confirmed by Sponsor (formerly Contract signed by Sponsor),Synthetic completed task for demonstration data.,7,45653,45636,45682,45684,45691,45696,Late,12,,Complete
D0049,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Contract fully executed and/or OID ready for CCC,Synthetic completed task for demonstration data.,3,45653,45636,45685,45686,45689,45689,On Time,3,,Complete
D0049,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Set up cost code,Synthetic completed task for demonstration data.,3,45653,45636,45683,45686,45689,45688,On Time,2,,Complete
D0049,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Create and issue reconciliation tracker,Synthetic completed task for demonstration data.,7,45653,45636,45679,45679,45686,45689,Late,10,,Complete
D0049,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Site Ready (for CCC),Synthetic completed task for demonstration data.,28,45653,45636,45682,45684,45712,45685,On Time,1,,Complete
D0049,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Confirmation Review,Synthetic completed task for demonstration data.,2,45653,45636,45683,45685,45687,45691,Late,6,,Complete
D0049,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Set up reconciliation tracker and Invoice for set-up fees,Synthetic completed task for demonstration data.,4,45653,45636,45686,45687,45691,45690,On Time,3,,Complete
D0049,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Email confirmation of capacity and capability,Synthetic completed task for demonstration data.,2,45653,45636,45688,45689,45691,45755,Late,66,,Complete
D0049,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Send final Costing Template to DLM,Synthetic completed task for demonstration data.,2,45653,45636,45686,45688,45690,45697,Late,9,,Complete
D0049,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Send final agreed costing template to CRF,Synthetic completed task for demonstration data.,2,45653,45636,45689,45692,45694,45726,Late,34,,Complete
D0050,Open,Basic science study involving procedures with human participants,Mini-Hosted (Hive tasks),Provide the Local Information Pack,Synthetic completed task for demonstration data.,,46081,46095,46104,46104,,46112,On Time,8,,Complete
D0050,Open,Basic science study involving procedures with human participants,Mini-Hosted (Hive tasks),Provide date Trust invited and selected,Synthetic active task; completion date intentionally unavailable.,,46081,46095,46100,46103,,,,,114,Active
D0050,Open,Basic science study involving procedures with human participants,Mini-Hosted (Hive tasks),PI GCP,Synthetic completed task for demonstration data.,7,46081,46095,46106,46107,46114,46110,On Time,3,,Complete
D0050,Open,Basic science study involving procedures with human participants,Mini-Hosted (Hive tasks),Send Hive build requirements,Synthetic completed task for demonstration data.,14,46081,46095,46101,46103,46117,46103,On Time,0,,Complete
D0050,Open,Basic science study involving procedures with human participants,Mini-Hosted (Hive tasks),Complete Recruitment Plan,Synthetic active task; completion date intentionally unavailable.,7,46081,46095,46110,46112,46119,,,,105,Active
D0050,Open,Basic science study involving procedures with human participants,Mini-Hosted (Hive tasks),Send notification to the Clinical Director,Synthetic active task; completion date intentionally unavailable.,7,46081,46095,46106,46108,46115,,,,109,Active
D0050,Open,Basic science study involving procedures with human participants,Mini-Hosted (Hive tasks),Confirm Hive build has started (Hive Analyst),Synthetic completed task for demonstration data.,7,46081,46095,46101,46103,46110,46114,Late,11,,Complete
D0050,Open,Basic science study involving procedures with human participants,Mini-Hosted (Hive tasks),Confirm Hive build has started (R&I Builder),Synthetic completed task for demonstration data.,7,46081,46095,46104,46106,46113,46138,Late,32,,Complete
D0050,Open,Basic science study involving procedures with human participants,Mini-Hosted (Hive tasks),Local Information Pack Complete,Synthetic completed task for demonstration data.,2,46081,46095,46115,46117,46119,46127,Late,10,,Complete
D0050,Open,Basic science study involving procedures with human participants,Mini-Hosted (Hive tasks),HRA Approval Letter,Synthetic completed task for demonstration data.,14,46081,46095,46111,46111,46125,46132,Late,21,,Complete
D0050,Open,Basic science study involving procedures with human participants,Mini-Hosted (Hive tasks),Receipt of clinical director notification,Synthetic completed task for demonstration data.,2,46081,46095,46110,46113,46115,46117,Late,4,,Complete
D0050,Open,Basic science study involving procedures with human participants,Mini-Hosted (Hive tasks),Hive build validated (Hive Analyst),Synthetic completed task for demonstration data.,7,46081,46095,46107,46110,46117,46123,Late,13,,Complete
D0050,Open,Basic science study involving procedures with human participants,Mini-Hosted (Hive tasks),Hive build validated (R&I Builder),Synthetic completed task for demonstration data.,7,46081,46095,46107,46108,46115,46108,On Time,0,,Complete
D0050,Open,Basic science study involving procedures with human participants,Mini-Hosted (Hive tasks),Complete the technical validation for the R&I builder’s work,Synthetic active task; completion date intentionally unavailable.,7,46081,46095,46119,46119,46126,,,,98,Active
D0050,Open,Basic science study involving procedures with human participants,Mini-Hosted (Hive tasks),Mini-Hosted: Check contract requirements,Synthetic active task; completion date intentionally unavailable.,7,46081,46095,46116,46116,46123,,,,101,Active
D0050,Open,Basic science study involving procedures with human participants,Mini-Hosted (Hive tasks),Finance review,Synthetic active task; completion date intentionally unavailable.,7,46081,46095,46110,46113,46120,,,,104,Active
D0050,Open,Basic science study involving procedures with human participants,Mini-Hosted (Hive tasks),Mini-Hosted: Final contract or OID reviewed,Synthetic completed task for demonstration data.,7,46081,46095,46122,46123,46130,46124,On Time,1,,Complete
D0051,Open,Questionnaires/ Interviews for quantitative analysis,Hosted Arrange (NEW),"SoE/SoECAT or Costing Template received, EPR record created & documents uploaded",Synthetic completed task for demonstration data.,,45900,45899,45907,45909,,45923,On Time,14,,Complete
D0051,Open,Questionnaires/ Interviews for quantitative analysis,Hosted Arrange (NEW),Finance Review,Synthetic completed task for demonstration data.,7,45900,45899,45913,45914,45921,45914,On Time,0,,Complete
D0051,Open,Questionnaires/ Interviews for quantitative analysis,Hosted Arrange (NEW),HRA Approval Letter,Synthetic completed task for demonstration data.,21,45900,45899,45913,45915,45936,45916,On Time,1,,Complete
D0051,Open,Questionnaires/ Interviews for quantitative analysis,Hosted Arrange (NEW),Check if study is adopted,Synthetic completed task for demonstration data.,14,45900,45899,45908,45909,45923,45924,Late,15,,Complete
D0051,Open,Questionnaires/ Interviews for quantitative analysis,Hosted Arrange (NEW),Check qualifications of research team,Synthetic completed task for demonstration data.,7,45900,45899,45918,45920,45927,45920,On Time,0,,Complete
D0051,Open,Questionnaires/ Interviews for quantitative analysis,Hosted Arrange (NEW),Receipt of clinical director notification,Synthetic active task; completion date intentionally unavailable.,2,45900,45899,45913,45913,45915,,,,304,Active
D0051,Open,Questionnaires/ Interviews for quantitative analysis,Hosted Arrange (NEW),RIBs - capacity and capability,Synthetic completed task for demonstration data.,7,45900,45899,45914,45917,45924,45939,Late,22,,Complete
D0051,Open,Questionnaires/ Interviews for quantitative analysis,Hosted Arrange (NEW),Labs - capacity and capability,Synthetic completed task for demonstration data.,7,45900,45899,45919,45920,45927,45939,Late,19,,Complete
D0051,Open,Questionnaires/ Interviews for quantitative analysis,Hosted Arrange (NEW),CRF - Capacity and capability,Synthetic completed task for demonstration data.,7,45900,45899,45919,45921,45928,45939,Late,18,,Complete
D0051,Open,Questionnaires/ Interviews for quantitative analysis,Hosted Arrange (NEW),Pharmacy Technical Green Light,Synthetic completed task for demonstration data.,21,45900,45899,45922,45922,45943,45940,On Time,18,,Complete
D0051,Open,Questionnaires/ Interviews for quantitative analysis,Hosted Arrange (NEW),Ophthalmic Imaging - capacity and capability,Synthetic completed task for demonstration data.,7,45900,45899,45918,45918,45925,45939,Late,21,,Complete
D0051,Open,Questionnaires/ Interviews for quantitative analysis,Hosted Arrange (NEW),Ophthalmic Support - capacity and capability,Synthetic completed task for demonstration data.,7,45900,45899,45925,45926,45933,45939,Late,13,,Complete
D0051,Open,Questionnaires/ Interviews for quantitative analysis,Hosted Arrange (NEW),Imaging green light,Synthetic completed task for demonstration data.,7,45900,45899,45918,45921,45928,45940,Late,19,,Complete
D0051,Open,Questionnaires/ Interviews for quantitative analysis,Hosted Arrange (NEW),Ionising Radiation Review,Synthetic completed task for demonstration data.,7,45900,45899,45924,45925,45932,45933,Late,8,,Complete
D0051,Open,Questionnaires/ Interviews for quantitative analysis,Hosted Arrange (NEW),Hive build validated (Hive Analyst),Synthetic completed task for demonstration data.,7,45900,45899,45917,45917,45924,45935,Late,18,,Complete
D0051,Open,Questionnaires/ Interviews for quantitative analysis,Hosted Arrange (NEW),Hive build validated (R&I Builder),Synthetic completed task for demonstration data.,7,45900,45899,45920,45922,45929,45927,On Time,5,,Complete
D0051,Open,Questionnaires/ Interviews for quantitative analysis,Hosted Arrange (NEW),Complete the technical validation for the R&I builder’s work,Synthetic completed task for demonstration data.,7,45900,45899,45919,45921,45928,45940,Late,19,,Complete
D0051,Open,Questionnaires/ Interviews for quantitative analysis,Hosted Arrange (NEW),Final contract or OID review (including costs/targets agreed incorporated),Synthetic completed task for demonstration data.,7,45900,45899,45921,45921,45928,45927,On Time,6,,Complete
D0051,Open,Questionnaires/ Interviews for quantitative analysis,Hosted Arrange (NEW),Date Trust confirmed by Sponsor (formerly Contract signed by Sponsor),Synthetic completed task for demonstration data.,7,45900,45899,45930,45932,45939,45935,On Time,3,,Complete
D0051,Open,Questionnaires/ Interviews for quantitative analysis,Hosted Arrange (NEW),Contract fully executed and/or OID ready for CCC,Synthetic completed task for demonstration data.,3,45900,45899,45929,45929,45932,45950,Late,21,,Complete
D0051,Open,Questionnaires/ Interviews for quantitative analysis,Hosted Arrange (NEW),Set up cost code,Synthetic completed task for demonstration data.,3,45900,45899,45935,45935,45938,45940,Late,5,,Complete
D0051,Open,Questionnaires/ Interviews for quantitative analysis,Hosted Arrange (NEW),Create and issue reconciliation tracker,Synthetic completed task for demonstration data.,7,45900,45899,45932,45934,45941,45941,On Time,7,,Complete
D0052,Open,Clinical Investigation or other study of a medical device,Hosted Arrange (NEW),"SoE/SoECAT or Costing Template received, EPR record created & documents uploaded",Synthetic active task; completion date intentionally unavailable.,,46152,46115,46156,46158,,,,,59,Active
D0052,Open,Clinical Investigation or other study of a medical device,Hosted Arrange (NEW),Finance Review,Synthetic completed task for demonstration data.,7,46152,46115,46161,46161,46168,46173,Late,12,,Complete
D0052,Open,Clinical Investigation or other study of a medical device,Hosted Arrange (NEW),HRA Approval Letter,Synthetic completed task for demonstration data.,21,46152,46115,46166,46166,46187,46182,On Time,16,,Complete
D0052,Open,Clinical Investigation or other study of a medical device,Hosted Arrange (NEW),Check if study is adopted,Synthetic completed task for demonstration data.,14,46152,46115,46159,46162,46176,46164,On Time,2,,Complete
D0052,Open,Clinical Investigation or other study of a medical device,Hosted Arrange (NEW),Check qualifications of research team,Synthetic completed task for demonstration data.,7,46152,46115,46170,46172,46179,46215,Late,43,,Complete
D0052,Open,Clinical Investigation or other study of a medical device,Hosted Arrange (NEW),Receipt of clinical director notification,Synthetic completed task for demonstration data.,2,46152,46115,46159,46159,46161,46167,Late,8,,Complete
D0052,Open,Clinical Investigation or other study of a medical device,Hosted Arrange (NEW),RIBs - capacity and capability,Synthetic active task; completion date intentionally unavailable.,7,46152,46115,46171,46172,46179,,,,45,Active
D0052,Open,Clinical Investigation or other study of a medical device,Hosted Arrange (NEW),Labs - capacity and capability,Synthetic active task; completion date intentionally unavailable.,7,46152,46115,46172,46172,46179,,,,45,Active
D0052,Open,Clinical Investigation or other study of a medical device,Hosted Arrange (NEW),CRF - Capacity and capability,Synthetic active task; completion date intentionally unavailable.,7,46152,46115,46166,46168,46175,,,,49,Active
D0052,Open,Clinical Investigation or other study of a medical device,Hosted Arrange (NEW),Pharmacy Technical Green Light,Synthetic active task; completion date intentionally unavailable.,21,46152,46115,46172,46173,46194,,,,44,Active
D0052,Open,Clinical Investigation or other study of a medical device,Hosted Arrange (NEW),Ophthalmic Imaging - capacity and capability,Synthetic active task; completion date intentionally unavailable.,7,46152,46115,46165,46165,46172,,,,52,Active
D0052,Open,Clinical Investigation or other study of a medical device,Hosted Arrange (NEW),Ophthalmic Support - capacity and capability,Synthetic active task; completion date intentionally unavailable.,7,46152,46115,46174,46175,46182,,,,42,Active
D0052,Open,Clinical Investigation or other study of a medical device,Hosted Arrange (NEW),Imaging green light,Synthetic active task; completion date intentionally unavailable.,7,46152,46115,46178,46180,46187,,,,37,Active
D0052,Open,Clinical Investigation or other study of a medical device,Hosted Arrange (NEW),Ionising Radiation Review,Synthetic completed task for demonstration data.,7,46152,46115,46171,46173,46180,46176,On Time,3,,Complete
D0052,Open,Clinical Investigation or other study of a medical device,Hosted Arrange (NEW),Hive build validated (Hive Analyst),Synthetic completed task for demonstration data.,7,46152,46115,46178,46179,46186,46183,On Time,4,,Complete
D0052,Open,Clinical Investigation or other study of a medical device,Hosted Arrange (NEW),Hive build validated (R&I Builder),Synthetic active task; completion date intentionally unavailable.,7,46152,46115,46178,46180,46187,,,,37,Active
D0052,Open,Clinical Investigation or other study of a medical device,Hosted Arrange (NEW),Complete the technical validation for the R&I builder’s work,Synthetic completed task for demonstration data.,7,46152,46115,46179,46179,46186,46181,On Time,2,,Complete
D0052,Open,Clinical Investigation or other study of a medical device,Hosted Arrange (NEW),Final contract or OID review (including costs/targets agreed incorporated),Synthetic completed task for demonstration data.,7,46152,46115,46178,46181,46188,46185,On Time,4,,Complete
D0052,Open,Clinical Investigation or other study of a medical device,Hosted Arrange (NEW),Date Trust confirmed by Sponsor (formerly Contract signed by Sponsor),Synthetic completed task for demonstration data.,7,46152,46115,46177,46180,46187,46204,Late,24,,Complete
D0052,Open,Clinical Investigation or other study of a medical device,Hosted Arrange (NEW),Contract fully executed and/or OID ready for CCC,Synthetic completed task for demonstration data.,3,46152,46115,46181,46183,46186,46185,On Time,2,,Complete
D0052,Open,Clinical Investigation or other study of a medical device,Hosted Arrange (NEW),Set up cost code,Synthetic completed task for demonstration data.,3,46152,46115,46186,46189,46192,46189,On Time,0,,Complete
D0052,Open,Clinical Investigation or other study of a medical device,Hosted Arrange (NEW),Create and issue reconciliation tracker,Synthetic completed task for demonstration data.,7,46152,46115,46183,46185,46192,46190,On Time,5,,Complete
D0052,Open,Clinical Investigation or other study of a medical device,Hosted Arrange (NEW),Site Ready (for CCC),Synthetic completed task for demonstration data.,28,46152,46115,46183,46185,46213,46197,On Time,12,,Complete
D0052,Open,Clinical Investigation or other study of a medical device,Hosted Arrange (NEW),Confirmation Review,Synthetic completed task for demonstration data.,2,46152,46115,46181,46183,46185,46184,On Time,1,,Complete
D0052,Open,Clinical Investigation or other study of a medical device,Hosted Arrange (NEW),Set up reconciliation tracker and Invoice for set-up fees,Synthetic completed task for demonstration data.,4,46152,46115,46185,46187,46191,46198,Late,11,,Complete
D0052,Open,Clinical Investigation or other study of a medical device,Hosted Arrange (NEW),Email confirmation of capacity and capability,Synthetic active task; completion date intentionally unavailable.,2,46152,46115,46188,46189,46191,,,,28,Active
D0052,Open,Clinical Investigation or other study of a medical device,Hosted Arrange (NEW),Send final Costing Template to DLM,Synthetic completed task for demonstration data.,2,46152,46115,46186,46188,46190,46195,Late,7,,Complete
D0052,Open,Clinical Investigation or other study of a medical device,Hosted Arrange (NEW),Send final agreed costing template to CRF,Synthetic completed task for demonstration data.,2,46152,46115,46184,46187,46189,46190,Late,3,,Complete
D0052,Open,Clinical Investigation or other study of a medical device,Hosted Arrange (NEW),CRF Cost split,Synthetic completed task for demonstration data.,28,46152,46115,46194,46196,46224,46211,On Time,15,,Complete
D0052,Open,Clinical Investigation or other study of a medical device,Hosted Arrange (NEW),Non Commercial studies - set up invoicing for study per contract/ Commercial studies – journal transfer for set up fees,Synthetic completed task for demonstration data.,14,46152,46115,46187,46190,46204,46192,On Time,2,,Complete
D0052,Open,Clinical Investigation or other study of a medical device,Hosted Arrange (NEW),SIV date,Synthetic completed task for demonstration data.,14,46152,46115,46192,46193,46207,46195,On Time,2,,Complete
D0052,Open,Clinical Investigation or other study of a medical device,Hosted Arrange (NEW),Green light to recruit,Synthetic active task; completion date intentionally unavailable.,14,46152,46115,46186,46188,46202,,,,29,Active
D0053,Pending,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),"SoE/SoECAT or Costing Template received, EPR record created & documents uploaded",Synthetic completed task for demonstration data.,,45659,45622,45663,45666,,45671,On Time,5,,Complete
D0053,Pending,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Finance Review,Synthetic completed task for demonstration data.,7,45659,45622,45674,45676,45683,45682,On Time,6,,Complete
D0053,Pending,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),HRA Approval Letter,Synthetic pending task awaiting next workflow action.,21,45659,45622,45663,45663,45684,,,,554,Pending
D0053,Pending,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Check if study is adopted,Synthetic pending task awaiting next workflow action.,14,45659,45622,45669,45670,45684,,,,547,Pending
D0053,Pending,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Check qualifications of research team,Synthetic pending task awaiting next workflow action.,7,45659,45622,45669,45670,45677,,,,547,Pending
D0053,Pending,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Receipt of clinical director notification,Synthetic completed task for demonstration data.,2,45659,45622,45669,45671,45673,45672,On Time,1,,Complete
D0053,Pending,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),RIBs - capacity and capability,Synthetic completed task for demonstration data.,7,45659,45622,45671,45673,45680,45775,Late,102,,Complete
D0053,Pending,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Labs - capacity and capability,Synthetic completed task for demonstration data.,7,45659,45622,45672,45675,45682,45775,Late,100,,Complete
D0053,Pending,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),CRF - Capacity and capability,Synthetic completed task for demonstration data.,7,45659,45622,45671,45672,45679,45775,Late,103,,Complete
D0053,Pending,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Pharmacy Technical Green Light,Synthetic pending task awaiting next workflow action.,21,45659,45622,45671,45672,45693,,,,545,Pending
D0053,Pending,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Ophthalmic Imaging - capacity and capability,Synthetic completed task for demonstration data.,7,45659,45622,45678,45678,45685,45775,Late,97,,Complete
D0053,Pending,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Ophthalmic Support - capacity and capability,Synthetic completed task for demonstration data.,7,45659,45622,45674,45674,45681,45775,Late,101,,Complete
D0053,Pending,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Imaging green light,Synthetic active task; completion date intentionally unavailable.,7,45659,45622,45678,45678,45685,,,,539,Active
D0053,Pending,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Ionising Radiation Review,Synthetic completed task for demonstration data.,7,45659,45622,45686,45688,45695,45698,Late,10,,Complete
D0053,Pending,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Hive build validated (Hive Analyst),Synthetic pending task awaiting next workflow action.,7,45659,45622,45682,45683,45690,,,,534,Pending
D0054,Open,Clinical Investigation or other study of a medical device,Hosted Assess (NEW),Provide the Local Information Pack,Synthetic completed task for demonstration data.,,45907,45928,45930,45933,,45973,On Time,40,,Complete
D0054,Open,Clinical Investigation or other study of a medical device,Hosted Assess (NEW),Provide date Trust invited and selected,Synthetic completed task for demonstration data.,,45907,45928,45933,45935,,45947,On Time,12,,Complete
D0054,Open,Clinical Investigation or other study of a medical device,Hosted Assess (NEW),Upload Documents received to date,Synthetic completed task for demonstration data.,,45907,45928,45942,45944,,45944,On Time,0,,Complete
D0054,Open,Clinical Investigation or other study of a medical device,Hosted Assess (NEW),EPSC,Synthetic completed task for demonstration data.,4,45907,45928,45931,45933,45937,45935,On Time,2,,Complete
D0054,Open,Clinical Investigation or other study of a medical device,Hosted Assess (NEW),PI GCP,Synthetic completed task for demonstration data.,7,45907,45928,45937,45939,45946,45950,Late,11,,Complete
D0054,Open,Clinical Investigation or other study of a medical device,Hosted Assess (NEW),Contact Labs,Synthetic completed task for demonstration data.,7,45907,45928,45937,45939,45946,45978,Late,39,,Complete
D0054,Open,Clinical Investigation or other study of a medical device,Hosted Assess (NEW),Contact Imaging,Synthetic completed task for demonstration data.,7,45907,45928,45937,45940,45947,45940,On Time,0,,Complete
D0054,Open,Clinical Investigation or other study of a medical device,Hosted Assess (NEW),Contact Pharmacy,Synthetic completed task for demonstration data.,7,45907,45928,45939,45941,45948,45945,On Time,4,,Complete
D0054,Open,Clinical Investigation or other study of a medical device,Hosted Assess (NEW),Contact Research & Innovation Biospecimen Service (RIBs),Synthetic active task; completion date intentionally unavailable.,7,45907,45928,45944,45947,45954,,,,270,Active
D0054,Open,Clinical Investigation or other study of a medical device,Hosted Assess (NEW),Contact CRF,Synthetic completed task for demonstration data.,7,45907,45928,45944,45947,45954,45967,Late,20,,Complete
D0054,Open,Clinical Investigation or other study of a medical device,Hosted Assess (NEW),Contact Ophthalmic Imaging,Synthetic completed task for demonstration data.,7,45907,45928,45939,45941,45948,45972,Late,31,,Complete
D0054,Open,Clinical Investigation or other study of a medical device,Hosted Assess (NEW),Contact Ophthalmic Support,Synthetic completed task for demonstration data.,7,45907,45928,45943,45944,45951,45948,On Time,4,,Complete
D0054,Open,Clinical Investigation or other study of a medical device,Hosted Assess (NEW),Send Hive build requirements,Synthetic completed task for demonstration data.,14,45907,45928,45943,45944,45958,45963,Late,19,,Complete
D0054,Open,Clinical Investigation or other study of a medical device,Hosted Assess (NEW),CRF application form received and recorded on tracker,Synthetic completed task for demonstration data.,7,45907,45928,45952,45952,45959,45960,Late,8,,Complete
D0054,Open,Clinical Investigation or other study of a medical device,Hosted Assess (NEW),CRF Costs prepared,Synthetic completed task for demonstration data.,10,45907,45928,45949,45950,45960,45977,Late,27,,Complete
D0054,Open,Clinical Investigation or other study of a medical device,Hosted Assess (NEW),Check contract requirements,Synthetic completed task for demonstration data.,7,45907,45928,45944,45947,45954,45977,Late,30,,Complete
D0055,Suspended,Other clinical trial study a novel intervention or randomised clinical trial,Hosted Arrange (NEW),"SoE/SoECAT or Costing Template received, EPR record created & documents uploaded",Synthetic active task; completion date intentionally unavailable.,,45593,45545,45599,45601,,,,,616,Active
D0055,Suspended,Other clinical trial study a novel intervention or randomised clinical trial,Hosted Arrange (NEW),Finance Review,Synthetic active task; completion date intentionally unavailable.,7,45593,45545,45605,45607,45614,,,,610,Active
D0055,Suspended,Other clinical trial study a novel intervention or randomised clinical trial,Hosted Arrange (NEW),HRA Approval Letter,Synthetic completed task for demonstration data.,21,45593,45545,45605,45608,45629,45622,On Time,14,,Complete
D0055,Suspended,Other clinical trial study a novel intervention or randomised clinical trial,Hosted Arrange (NEW),Check if study is adopted,Synthetic completed task for demonstration data.,14,45593,45545,45602,45604,45618,45613,On Time,9,,Complete
D0055,Suspended,Other clinical trial study a novel intervention or randomised clinical trial,Hosted Arrange (NEW),Check qualifications of research team,Synthetic completed task for demonstration data.,7,45593,45545,45606,45606,45613,45610,On Time,4,,Complete
D0055,Suspended,Other clinical trial study a novel intervention or randomised clinical trial,Hosted Arrange (NEW),Receipt of clinical director notification,Synthetic completed task for demonstration data.,2,45593,45545,45602,45602,45604,45630,Late,28,,Complete
D0055,Suspended,Other clinical trial study a novel intervention or randomised clinical trial,Hosted Arrange (NEW),RIBs - capacity and capability,Synthetic completed task for demonstration data.,7,45593,45545,45608,45609,45616,45611,On Time,2,,Complete
D0055,Suspended,Other clinical trial study a novel intervention or randomised clinical trial,Hosted Arrange (NEW),Labs - capacity and capability,Synthetic completed task for demonstration data.,7,45593,45545,45615,45615,45622,45611,On Time,0,,Complete
D0055,Suspended,Other clinical trial study a novel intervention or randomised clinical trial,Hosted Arrange (NEW),CRF - Capacity and capability,Synthetic completed task for demonstration data.,7,45593,45545,45612,45613,45620,45611,On Time,0,,Complete
D0055,Suspended,Other clinical trial study a novel intervention or randomised clinical trial,Hosted Arrange (NEW),Pharmacy Technical Green Light,Synthetic active task; completion date intentionally unavailable.,21,45593,45545,45606,45609,45630,,,,608,Active
D0055,Suspended,Other clinical trial study a novel intervention or randomised clinical trial,Hosted Arrange (NEW),Ophthalmic Imaging - capacity and capability,Synthetic completed task for demonstration data.,7,45593,45545,45612,45614,45621,45611,On Time,0,,Complete
D0055,Suspended,Other clinical trial study a novel intervention or randomised clinical trial,Hosted Arrange (NEW),Ophthalmic Support - capacity and capability,Synthetic completed task for demonstration data.,7,45593,45545,45617,45617,45624,45611,On Time,0,,Complete
D0055,Suspended,Other clinical trial study a novel intervention or randomised clinical trial,Hosted Arrange (NEW),Imaging green light,Synthetic active task; completion date intentionally unavailable.,7,45593,45545,45616,45617,45624,,,,600,Active
D0055,Suspended,Other clinical trial study a novel intervention or randomised clinical trial,Hosted Arrange (NEW),Ionising Radiation Review,Synthetic active task; completion date intentionally unavailable.,7,45593,45545,45621,45622,45629,,,,595,Active
D0055,Suspended,Other clinical trial study a novel intervention or randomised clinical trial,Hosted Arrange (NEW),Hive build validated (Hive Analyst),Synthetic completed task for demonstration data.,7,45593,45545,45610,45613,45620,45625,Late,12,,Complete
D0055,Suspended,Other clinical trial study a novel intervention or randomised clinical trial,Hosted Arrange (NEW),Hive build validated (R&I Builder),Synthetic completed task for demonstration data.,7,45593,45545,45615,45618,45625,45629,Late,11,,Complete
D0055,Suspended,Other clinical trial study a novel intervention or randomised clinical trial,Hosted Arrange (NEW),Complete the technical validation for the R&I builder’s work,Synthetic active task; completion date intentionally unavailable.,7,45593,45545,45614,45614,45621,,,,603,Active
D0055,Suspended,Other clinical trial study a novel intervention or randomised clinical trial,Hosted Arrange (NEW),Final contract or OID review (including costs/targets agreed incorporated),Synthetic completed task for demonstration data.,7,45593,45545,45618,45619,45626,45632,Late,13,,Complete
D0055,Suspended,Other clinical trial study a novel intervention or randomised clinical trial,Hosted Arrange (NEW),Date Trust confirmed by Sponsor (formerly Contract signed by Sponsor),Synthetic completed task for demonstration data.,7,45593,45545,45617,45620,45627,45676,Late,56,,Complete
D0055,Suspended,Other clinical trial study a novel intervention or randomised clinical trial,Hosted Arrange (NEW),Contract fully executed and/or OID ready for CCC,Synthetic completed task for demonstration data.,3,45593,45545,45617,45618,45621,45650,Late,32,,Complete
D0055,Suspended,Other clinical trial study a novel intervention or randomised clinical trial,Hosted Arrange (NEW),Set up cost code,Synthetic completed task for demonstration data.,3,45593,45545,45617,45619,45622,45619,On Time,0,,Complete
D0055,Suspended,Other clinical trial study a novel intervention or randomised clinical trial,Hosted Arrange (NEW),Create and issue reconciliation tracker,Synthetic completed task for demonstration data.,7,45593,45545,45624,45626,45633,45639,Late,13,,Complete
D0055,Suspended,Other clinical trial study a novel intervention or randomised clinical trial,Hosted Arrange (NEW),Site Ready (for CCC),Synthetic completed task for demonstration data.,28,45593,45545,45627,45627,45655,45639,On Time,12,,Complete
D0056,Open,Clinical Investigation or other study of a medical device,Hosted Assess (NEW),Provide the Local Information Pack,Synthetic active task; completion date intentionally unavailable.,,46077,46085,46090,46090,,,,,127,Active
D0056,Open,Clinical Investigation or other study of a medical device,Hosted Assess (NEW),Provide date Trust invited and selected,Synthetic active task; completion date intentionally unavailable.,,46077,46085,46095,46096,,,,,121,Active
D0056,Open,Clinical Investigation or other study of a medical device,Hosted Assess (NEW),Upload Documents received to date,Synthetic completed task for demonstration data.,,46077,46085,46088,46089,,46091,On Time,2,,Complete
D0056,Open,Clinical Investigation or other study of a medical device,Hosted Assess (NEW),EPSC,Synthetic completed task for demonstration data.,4,46077,46085,46097,46097,46101,46106,Late,9,,Complete
